TIMESTAMP	FILE NAME	COMP TIME	ARGS	
10/09/2021 14:17:01	dataset_7edafe79eea7aac4cc8be0aaea72fbd757fe0f18de2a9d9920b99b01b1611ccb.jld	00:01:37	(false, true, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false, maxfreq = 8000.0), true, (ma_size = 120, ma_step = 100), Function[noise_gate!, normalize!], false)	
10/09/2021 14:17:06	dataset_99b2cc52ce675c82a165fffb78e6c65cdb98100f92ede2510964f043771db11a.jld	00:00:04	(false, false, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false, maxfreq = 8000.0), true, (ma_size = 120, ma_step = 100), Function[noise_gate!, normalize!], false)	
10/09/2021 14:17:11	dataset_02747377aebde2157eb9254f1a6bb128819e86abcd6f904c89a17603144abbbb.jld	00:00:05	(false, true, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false, maxfreq = 8000.0), false, (ma_size = 120, ma_step = 100), Function[noise_gate!, normalize!], false)	
10/09/2021 14:17:15	dataset_3f0a6ed1c364bb732e808f8046ff18dc23a552c9cf528c1e1970d9b211288677.jld	00:00:04	(false, false, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false, maxfreq = 8000.0), false, (ma_size = 120, ma_step = 100), Function[noise_gate!, normalize!], false)	
10/09/2021 14:17:19	dataset_bdedc87f48d25037c1415ceb5efd5d533cd86e684056a9ceb561c58aed23427e.jld	00:00:04	(false, true, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false, maxfreq = 8000.0), true, (ma_size = 120, ma_step = 100), [normalize!], false)	
10/09/2021 14:17:23	dataset_ca09c6af6e0cff8049dccfb00d66bd63b76dd6234757c5515fb24fbb82423b32.jld	00:00:04	(false, false, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false, maxfreq = 8000.0), true, (ma_size = 120, ma_step = 100), [normalize!], false)	
10/09/2021 14:17:26	dataset_ee85ed4dcecd11937c31516293c7686fcf05a28f7dbee8f8f20715c06ea8741e.jld	00:00:03	(false, true, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false, maxfreq = 8000.0), false, (ma_size = 120, ma_step = 100), [normalize!], false)	
10/09/2021 14:17:30	dataset_8e2bc30e032ced45fd398e968e655ad2da7621be38e0ae5b27e64036c032da30.jld	00:00:04	(false, false, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false, maxfreq = 8000.0), false, (ma_size = 120, ma_step = 100), [normalize!], false)	
10/09/2021 14:17:35	dataset_080f4820a2d892133c1263a40bae589c7031d5e30997e9c7a82b57a909312882.jld	00:00:04	(false, true, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false, maxfreq = 8000.0), true, (ma_size = 120, ma_step = 100), Any[], false)	
10/09/2021 14:17:38	dataset_35396cf1ca7232e2f10900a84445f76f4ef875a8defcef7fcd413252eb722b79.jld	00:00:04	(false, false, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false, maxfreq = 8000.0), true, (ma_size = 120, ma_step = 100), Any[], false)	
10/09/2021 14:17:43	dataset_7bc16ea638e63922334e12fa0b158be2529a4d80bd6cc510a072bfab5d11c9d3.jld	00:00:04	(false, true, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false, maxfreq = 8000.0), false, (ma_size = 120, ma_step = 100), Any[], false)	
10/09/2021 14:17:47	dataset_cbf9f21d3f06c612b1c8f5499d16f697c36b53ef64c56bc4898a36fbe3d21ae6.jld	00:00:04	(false, false, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false, maxfreq = 8000.0), false, (ma_size = 120, ma_step = 100), Any[], false)	
