TIMESTAMP	FILE NAME	COMP TIME	ARGS	
26/10/2021 11:54:21	dataset_c39c356ab4080b0bec3f365cef601bfb10ac11dfb871473259c03e027a5022b4.jld	00:00:26	(1, false, "c", (wintime = 0.025, steptime = 0.01, fbtype = :fcmel, window_f = DSP.Windows.triang, pre_emphasis = 0.97, nbands = 30, sumpower = false, dither = false, maxfreq = 4000.0, base_freq = :fft, base_freq_min = 200, base_freq_max = 600), (max_points = 50, ma_size = 30, ma_step = 20), Function[noise_gate!, normalize!, remove_long_silences!], false, false, 8000, "KDD-norm-partitioned-v1-cough")	
26/10/2021 11:54:39	dataset_8fd2a40ad0dbb397e41cd264cefc5558707b17ef625b8d86da3f7f7c9f6d5876.jld	00:00:02	(1, false, "c", (wintime = 0.025, steptime = 0.01, fbtype = :fcmel, window_f = DSP.Windows.triang, pre_emphasis = 0.97, nbands = 30, sumpower = false, dither = false, maxfreq = 4000.0, base_freq = :autocor, base_freq_min = 200, base_freq_max = 600), (max_points = 50, ma_size = 30, ma_step = 20), Function[noise_gate!, normalize!, remove_long_silences!], false, false, 8000, "KDD-norm-partitioned-v1-cough")	
26/10/2021 11:54:41	dataset_cbd6de47938ebcdc01c356c3a837379922f9e408e90469b0ce68d12cd9d6b9d8.jld	00:00:02	(1, false, "c", (wintime = 0.025, steptime = 0.01, fbtype = :fcmel, window_f = DSP.Windows.triang, pre_emphasis = 0.97, nbands = 30, sumpower = false, dither = false, maxfreq = 4000.0, base_freq = :fft, base_freq_min = 300, base_freq_max = 600), (max_points = 50, ma_size = 30, ma_step = 20), Function[noise_gate!, normalize!, remove_long_silences!], false, false, 8000, "KDD-norm-partitioned-v1-cough")	
26/10/2021 11:54:43	dataset_e9e107b6bb301c6822223a351b7098b6ae76b9a1350591145614dd3b5b4bc6b2.jld	00:00:02	(1, false, "c", (wintime = 0.025, steptime = 0.01, fbtype = :fcmel, window_f = DSP.Windows.triang, pre_emphasis = 0.97, nbands = 30, sumpower = false, dither = false, maxfreq = 4000.0, base_freq = :autocor, base_freq_min = 300, base_freq_max = 600), (max_points = 50, ma_size = 30, ma_step = 20), Function[noise_gate!, normalize!, remove_long_silences!], false, false, 8000, "KDD-norm-partitioned-v1-cough")	
26/10/2021 11:54:46	dataset_919467461a1334adc412deb6186830bc85e52a81892efa66a9d2253c59c062a5.jld	00:00:02	(1, false, "c", (wintime = 0.025, steptime = 0.01, fbtype = :fcmel, window_f = DSP.Windows.triang, pre_emphasis = 0.97, nbands = 30, sumpower = false, dither = false, maxfreq = 4000.0, base_freq = :fft, base_freq_min = 200, base_freq_max = 700), (max_points = 50, ma_size = 30, ma_step = 20), Function[noise_gate!, normalize!, remove_long_silences!], false, false, 8000, "KDD-norm-partitioned-v1-cough")	
26/10/2021 11:54:48	dataset_9512ebfd5d603a190a887e808fe40a0156f9dfbedf3d32c4bea664ed0cd73aa0.jld	00:00:02	(1, false, "c", (wintime = 0.025, steptime = 0.01, fbtype = :fcmel, window_f = DSP.Windows.triang, pre_emphasis = 0.97, nbands = 30, sumpower = false, dither = false, maxfreq = 4000.0, base_freq = :autocor, base_freq_min = 200, base_freq_max = 700), (max_points = 50, ma_size = 30, ma_step = 20), Function[noise_gate!, normalize!, remove_long_silences!], false, false, 8000, "KDD-norm-partitioned-v1-cough")	
26/10/2021 11:54:50	dataset_a75af88f9ac0be232a75a0e603dd15c8c80b793449f0c7feb654fc7725834ada.jld	00:00:02	(1, false, "c", (wintime = 0.025, steptime = 0.01, fbtype = :fcmel, window_f = DSP.Windows.triang, pre_emphasis = 0.97, nbands = 30, sumpower = false, dither = false, maxfreq = 4000.0, base_freq = :fft, base_freq_min = 300, base_freq_max = 700), (max_points = 50, ma_size = 30, ma_step = 20), Function[noise_gate!, normalize!, remove_long_silences!], false, false, 8000, "KDD-norm-partitioned-v1-cough")	
26/10/2021 12:29:21	dataset_34a729779ff3933a4a1a8159784300b54b5b4767df19d7f29fc04ec731a56f81.jld	00:00:28	(1, false, "c", (wintime = 0.025, steptime = 0.01, fbtype = :semitone, window_f = DSP.Windows.triang, pre_emphasis = 0.97, nbands = 30, sumpower = false, dither = false, maxfreq = 4000.0, base_freq = :fft, base_freq_min = 200, base_freq_max = 600), (max_points = 50, ma_size = 30, ma_step = 20), Function[noise_gate!, normalize!, remove_long_silences!], false, false, 8000, "KDD-norm-partitioned-v1-cough")	
26/10/2021 12:29:42	dataset_f75ecb5fd80996a048a817ce6846bbd159fea3930535cc84846b537fb62a064f.jld	00:00:04	(1, false, "c", (wintime = 0.025, steptime = 0.01, fbtype = :semitone, window_f = DSP.Windows.triang, pre_emphasis = 0.97, nbands = 30, sumpower = false, dither = false, maxfreq = 4000.0, base_freq = :autocor, base_freq_min = 200, base_freq_max = 600), (max_points = 50, ma_size = 30, ma_step = 20), Function[noise_gate!, normalize!, remove_long_silences!], false, false, 8000, "KDD-norm-partitioned-v1-cough")	
26/10/2021 12:29:45	dataset_65ddf5f1d90c5f9c08a1598fd0f93b1dfddd6a977961bfcf3b086fcdd8c06ef5.jld	00:00:03	(1, false, "c", (wintime = 0.025, steptime = 0.01, fbtype = :semitone, window_f = DSP.Windows.triang, pre_emphasis = 0.97, nbands = 30, sumpower = false, dither = false, maxfreq = 4000.0, base_freq = :fft, base_freq_min = 300, base_freq_max = 600), (max_points = 50, ma_size = 30, ma_step = 20), Function[noise_gate!, normalize!, remove_long_silences!], false, false, 8000, "KDD-norm-partitioned-v1-cough")	
